User_ID,Age,Gender,Location_ID,Location_Name,Category,Rating,Review,Visit_Date,Duration,Activity,Companions,Accommodation,Price_Range,Local_Cuisine_Rating,Weather_Preference,Transport,Is_Family_Friendly,Language_Barrier,Budget,Recommend
579,63,Female,1117,Great Wall of China,Historical,4,Too crowded,2023-12-21,4.8,Shopping,4,Hotel,High,2,Cool,Car,0,1,5000,0
607,42,Female,1951,Taj Mahal,Adventure,4,Breathtaking experience,2023-08-29,7.4,Photography,1,Hotel,High,5,Cool,Bike,1,1,3000,0
644,54,Male,1678,Taj Mahal,Adventure,1,Not worth the visit,2022-01-07,5.1,Dining,3,Airbnb,Medium,1,Moderate,Taxi,0,0,1000,1
358,56,Male,1281,Grand Canyon,Urban,1,Breathtaking experience,2021-05-24,7.5,Sightseeing,1,Guesthouse,High,1,Moderate,Walking,1,1,3000,1
475,59,Male,1713,Machu Picchu,Historical,5,Loved the architecture,2020-04-09,3.1,Sightseeing,2,Hotel,High,5,Cool,Walking,1,1,3000,0
387,26,Female,1088,Machu Picchu,Historical,2,Not worth the visit,2022-04-04,5.3,Shopping,3,Guesthouse,Medium,3,Cool,Car,1,1,3000,0
107,41,Female,1230,Machu Picchu,Historical,4,Amazing view,2023-10-21,2.0,Dining,5,Hostel,Medium,1,Moderate,Bike,0,0,1500,0
408,21,Male,1112,Great Wall of China,Urban,5,Not worth the visit,2022-01-12,9.7,Shopping,5,Hostel,Medium,4,Cool,Walking,0,0,1500,1
492,24,Other,1814,Taj Mahal,Urban,1,Breathtaking experience,2023-07-20,3.7,Hiking,4,Guesthouse,Low,2,Cool,Walking,0,1,5000,1
860,39,Other,1263,Taj Mahal,Nature,1,Amazing view,2021-04-28,6.5,Sightseeing,2,Guesthouse,Low,1,Moderate,Public Transport,0,0,2000,0
475,19,Female,1532,Machu Picchu,Nature,1,Too crowded,2020-02-17,5.9,Dining,5,Hostel,Medium,1,Cool,Walking,1,1,1000,1
908,24,Other,1004,Eiffel Tower,Nature,4,Loved the architecture,2022-01-17,6.9,Dining,1,Hostel,High,5,Moderate,Public Transport,1,1,500,0
203,50,Other,1335,Machu Picchu,Urban,2,Too crowded,2021-02-05,5.8,Photography,3,Hotel,Medium,3,Warm,Taxi,0,0,3000,1
526,33,Other,1239,Eiffel Tower,Urban,5,Not worth the visit,2022-03-07,4.6,Sightseeing,3,Hostel,Medium,4,Warm,Taxi,0,1,2000,1
787,46,Other,1334,Great Wall of China,Adventure,4,Loved the architecture,2021-07-25,5.8,Shopping,0,Hotel,Medium,4,Warm,Taxi,0,0,2000,0
605,40,Other,1274,Machu Picchu,Nature,3,Not worth the visit,2022-07-16,6.1,Sightseeing,0,Airbnb,High,4,Cool,Public Transport,1,1,5000,0
159,59,Male,1022,Machu Picchu,Urban,5,Too crowded,2020-02-17,7.7,Photography,0,Guesthouse,Medium,2,Warm,Walking,1,0,5000,0
187,28,Other,1814,Taj Mahal,Nature,4,Breathtaking experience,2021-11-30,1.9,Hiking,4,Resort,High,1,Moderate,Car,0,1,1500,0
982,40,Male,1353,Taj Mahal,Adventure,3,Amazing view,2023-09-21,2.3,Shopping,4,Resort,High,2,Cool,Car,1,1,1500,1
882,28,Male,1516,Grand Canyon,Historical,4,Amazing view,2020-01-01,9.3,Hiking,5,Guesthouse,High,2,Moderate,Public Transport,1,1,5000,0
929,21,Male,1987,Great Wall of China,Adventure,2,Breathtaking experience,2023-04-16,2.3,Dining,2,Resort,High,2,Warm,Car,1,0,5000,0
180,66,Male,1348,Grand Canyon,Nature,2,Breathtaking experience,2023-02-25,6.0,Photography,0,Hostel,Medium,2,Warm,Walking,0,0,3000,0
812,23,Male,1848,Taj Mahal,Nature,3,Loved the architecture,2023-03-27,4.4,Shopping,0,Hostel,High,4,Warm,Taxi,0,0,2000,0
899,20,Female,1865,Machu Picchu,Urban,5,Loved the architecture,2021-07-19,2.1,Photography,5,Hostel,Low,3,Cool,Car,1,0,3000,1
584,34,Male,1203,Taj Mahal,Urban,3,Too crowded,2024-07-05,4.3,Photography,0,Resort,High,3,Moderate,Walking,1,0,2000,0
230,55,Female,1210,Great Wall of China,Urban,1,Breathtaking experience,2022-04-22,9.8,Shopping,0,Guesthouse,Medium,1,Warm,Walking,0,0,500,1
316,31,Female,1193,Eiffel Tower,Historical,3,Amazing view,2024-03-06,2.6,Sightseeing,4,Guesthouse,High,4,Moderate,Public Transport,1,0,500,0
745,38,Male,1996,Grand Canyon,Historical,4,Too crowded,2024-04-14,4.1,Dining,0,Airbnb,Medium,4,Warm,Walking,1,0,3000,1
376,29,Other,1113,Taj Mahal,Urban,3,Loved the architecture,2023-06-21,1.0,Photography,3,Resort,High,4,Moderate,Public Transport,1,0,2000,1
692,27,Other,1874,Grand Canyon,Adventure,2,Amazing view,2020-12-15,4.7,Dining,0,Airbnb,High,1,Moderate,Public Transport,0,0,5000,1
584,56,Other,1511,Machu Picchu,Nature,2,Not worth the visit,2021-10-26,8.8,Sightseeing,0,Airbnb,Low,1,Cool,Bike,1,1,1000,1
445,22,Other,1559,Machu Picchu,Urban,2,Breathtaking experience,2020-08-19,6.6,Shopping,1,Hotel,High,3,Cool,Taxi,0,0,5000,0
993,32,Other,1140,Taj Mahal,Historical,4,Not worth the visit,2020-11-18,1.0,Sightseeing,0,Hotel,Low,2,Moderate,Walking,0,0,3000,1
959,61,Female,1685,Grand Canyon,Nature,4,Not worth the visit,2024-06-22,9.4,Photography,0,Airbnb,High,1,Warm,Public Transport,1,0,1000,0
756,34,Male,1705,Great Wall of China,Urban,1,Not worth the visit,2022-05-26,5.9,Shopping,1,Guesthouse,High,5,Cool,Bike,0,0,2000,1
203,34,Male,1504,Great Wall of China,Urban,4,Not worth the visit,2020-11-17,5.0,Hiking,5,Airbnb,Medium,2,Warm,Bike,1,0,2000,0
143,45,Female,1236,Taj Mahal,Nature,3,Not worth the visit,2020-03-15,4.3,Sightseeing,3,Guesthouse,Low,4,Cool,Taxi,0,0,5000,1
510,60,Female,1736,Eiffel Tower,Nature,2,Too crowded,2022-04-20,8.5,Hiking,1,Hostel,Medium,3,Moderate,Taxi,1,1,5000,0
941,50,Other,1938,Grand Canyon,Adventure,1,Loved the architecture,2023-01-23,5.1,Shopping,2,Airbnb,Low,4,Warm,Car,0,0,500,0
500,32,Female,1646,Great Wall of China,Historical,3,Not worth the visit,2022-12-26,1.7,Shopping,2,Hotel,High,1,Warm,Walking,1,0,1000,0
564,43,Female,1236,Grand Canyon,Historical,1,Too crowded,2022-01-24,7.3,Dining,4,Hotel,Low,5,Warm,Public Transport,0,0,1500,0
771,40,Female,1977,Great Wall of China,Historical,1,Not worth the visit,2024-07-27,2.9,Photography,4,Hotel,Low,3,Warm,Walking,0,0,1000,1
252,37,Male,1058,Taj Mahal,Historical,1,Too crowded,2020-09-11,3.2,Photography,1,Hotel,High,5,Moderate,Car,1,0,1000,1
454,51,Other,1341,Machu Picchu,Urban,1,Breathtaking experience,2020-07-25,1.9,Dining,0,Guesthouse,High,5,Moderate,Car,0,1,500,1
530,63,Male,1380,Grand Canyon,Urban,4,Amazing view,2023-06-21,7.0,Hiking,3,Guesthouse,Medium,4,Warm,Taxi,0,1,1000,0
571,38,Male,1084,Machu Picchu,Adventure,5,Breathtaking experience,2021-08-01,3.1,Dining,5,Resort,High,2,Moderate,Public Transport,0,1,1500,1
693,28,Other,1742,Taj Mahal,Adventure,3,Breathtaking experience,2024-05-26,6.5,Hiking,5,Guesthouse,Low,5,Cool,Walking,1,0,3000,1
934,25,Male,1152,Grand Canyon,Historical,3,Loved the architecture,2022-05-20,7.3,Hiking,2,Hotel,Medium,4,Moderate,Walking,0,1,500,1
182,69,Male,1266,Machu Picchu,Nature,1,Breathtaking experience,2020-05-28,6.2,Shopping,5,Hotel,Low,5,Cool,Walking,0,0,2000,0
840,46,Male,1061,Eiffel Tower,Urban,4,Loved the architecture,2021-12-19,9.3,Photography,0,Airbnb,Low,4,Warm,Walking,1,1,1500,1
867,22,Female,1300,Grand Canyon,Nature,5,Too crowded,2020-06-15,6.1,Dining,3,Hostel,High,5,Moderate,Walking,1,1,1500,0
715,31,Other,1497,Great Wall of China,Adventure,1,Loved the architecture,2022-02-28,5.7,Hiking,3,Airbnb,High,3,Warm,Taxi,1,0,1500,0
810,32,Male,1145,Grand Canyon,Historical,2,Too crowded,2022-04-20,2.6,Shopping,2,Guesthouse,Medium,1,Cool,Walking,0,0,1000,1
820,65,Female,1676,Machu Picchu,Adventure,4,Not worth the visit,2020-02-24,6.6,Hiking,2,Hotel,High,2,Cool,Taxi,1,0,5000,0
209,59,Male,1467,Machu Picchu,Urban,3,Amazing view,2022-04-13,2.0,Sightseeing,4,Guesthouse,Low,5,Moderate,Public Transport,1,0,3000,0
691,55,Other,1260,Grand Canyon,Historical,1,Amazing view,2023-12-28,7.5,Shopping,3,Guesthouse,High,1,Moderate,Car,0,1,1000,0
974,70,Female,1617,Taj Mahal,Historical,3,Loved the architecture,2022-10-19,10.0,Sightseeing,4,Airbnb,Medium,2,Warm,Walking,1,1,2000,1
159,59,Female,1216,Machu Picchu,Historical,1,Too crowded,2021-05-18,9.0,Photography,5,Guesthouse,High,4,Moderate,Public Transport,1,1,1000,1
970,65,Female,1557,Taj Mahal,Nature,3,Breathtaking experience,2021-01-15,8.3,Shopping,2,Resort,Low,2,Warm,Car,0,1,1500,0
975,66,Other,1817,Eiffel Tower,Nature,1,Breathtaking experience,2022-04-18,5.9,Sightseeing,5,Resort,Low,5,Moderate,Bike,1,0,5000,1
129,53,Female,1329,Grand Canyon,Adventure,2,Too crowded,2022-09-02,8.9,Hiking,1,Airbnb,Low,5,Moderate,Taxi,0,0,3000,1
884,23,Male,1774,Great Wall of China,Historical,4,Breathtaking experience,2022-11-01,2.6,Shopping,4,Resort,High,3,Cool,Walking,0,0,1000,1
625,63,Female,1128,Taj Mahal,Nature,5,Loved the architecture,2022-06-29,6.1,Sightseeing,1,Hotel,Medium,4,Warm,Car,0,0,500,0
304,58,Female,1297,Eiffel Tower,Historical,4,Loved the architecture,2020-03-06,3.4,Hiking,5,Resort,Medium,3,Cool,Public Transport,0,0,1500,1
524,48,Male,1582,Grand Canyon,Urban,5,Not worth the visit,2024-04-06,8.1,Photography,5,Guesthouse,Low,2,Warm,Car,0,0,1000,0
646,33,Other,1970,Eiffel Tower,Nature,1,Amazing view,2020-11-04,2.0,Shopping,4,Guesthouse,Low,4,Warm,Bike,1,0,1000,1
199,21,Male,1391,Machu Picchu,Nature,1,Breathtaking experience,2023-02-09,7.8,Hiking,1,Airbnb,High,4,Moderate,Walking,1,0,3000,1
163,35,Male,1961,Great Wall of China,Urban,3,Breathtaking experience,2022-11-13,1.0,Shopping,5,Hotel,Medium,1,Warm,Public Transport,1,0,1500,1
336,20,Female,1893,Grand Canyon,Historical,3,Amazing view,2023-12-11,3.0,Sightseeing,3,Resort,Low,1,Cool,Bike,0,1,2000,1
473,30,Other,1222,Machu Picchu,Adventure,5,Breathtaking experience,2020-03-13,7.7,Hiking,5,Guesthouse,Low,2,Cool,Taxi,0,0,5000,0
882,66,Male,1383,Machu Picchu,Adventure,1,Loved the architecture,2024-05-26,6.0,Hiking,2,Hostel,High,1,Cool,Public Transport,0,1,500,1
785,19,Other,1900,Great Wall of China,Nature,3,Loved the architecture,2024-05-22,2.6,Sightseeing,1,Guesthouse,High,5,Cool,Walking,0,0,5000,1
692,22,Male,1332,Eiffel Tower,Historical,5,Not worth the visit,2020-04-16,2.9,Hiking,5,Airbnb,High,3,Warm,Public Transport,0,0,2000,1
416,33,Male,1200,Grand Canyon,Adventure,3,Breathtaking experience,2022-12-25,7.9,Shopping,0,Airbnb,Low,1,Moderate,Taxi,0,1,2000,1
532,22,Male,1581,Grand Canyon,Urban,5,Too crowded,2020-12-26,9.8,Sightseeing,1,Guesthouse,Low,2,Warm,Walking,1,1,500,1
756,39,Male,1732,Eiffel Tower,Nature,5,Amazing view,2022-08-08,8.2,Sightseeing,3,Hostel,Low,4,Warm,Car,0,1,1000,0
383,32,Male,1436,Machu Picchu,Nature,4,Loved the architecture,2024-05-04,1.6,Sightseeing,0,Resort,High,2,Cool,Public Transport,0,1,5000,1
797,54,Male,1839,Eiffel Tower,Urban,3,Loved the architecture,2020-04-04,1.1,Sightseeing,5,Hostel,Low,1,Cool,Taxi,0,0,1000,0
409,45,Other,1098,Grand Canyon,Urban,5,Not worth the visit,2021-10-01,8.3,Photography,1,Airbnb,High,5,Warm,Taxi,0,0,3000,1
524,54,Male,1766,Grand Canyon,Historical,5,Too crowded,2023-09-04,7.2,Photography,4,Resort,High,2,Warm,Taxi,0,1,1500,1
514,43,Male,1831,Great Wall of China,Historical,1,Breathtaking experience,2021-01-16,4.9,Hiking,2,Hotel,High,3,Warm,Car,1,1,2000,0
998,41,Male,1086,Taj Mahal,Urban,4,Loved the architecture,2020-01-22,8.9,Sightseeing,4,Hostel,High,3,Warm,Walking,1,0,500,0
906,33,Male,1243,Grand Canyon,Historical,2,Breathtaking experience,2021-08-23,4.4,Photography,1,Airbnb,Low,1,Cool,Walking,0,1,1500,0
906,66,Other,1358,Great Wall of China,Urban,2,Breathtaking experience,2022-01-04,1.6,Dining,3,Airbnb,Medium,4,Cool,Bike,0,0,500,0
496,27,Female,1157,Grand Canyon,Nature,1,Breathtaking experience,2020-03-04,6.4,Hiking,5,Airbnb,Medium,5,Warm,Public Transport,1,1,5000,1
673,48,Male,1955,Machu Picchu,Nature,3,Not worth the visit,2022-04-20,3.1,Photography,1,Hotel,Medium,2,Moderate,Bike,1,0,2000,0
747,36,Other,1346,Great Wall of China,Nature,3,Too crowded,2022-09-02,4.4,Hiking,0,Hostel,High,5,Cool,Taxi,0,1,1500,1
734,25,Female,1530,Great Wall of China,Urban,5,Loved the architecture,2021-07-06,6.2,Dining,1,Hotel,Medium,5,Cool,Bike,1,1,500,1
640,59,Other,1896,Taj Mahal,Adventure,4,Too crowded,2024-01-09,5.0,Hiking,3,Resort,Medium,1,Warm,Bike,1,0,500,0
230,32,Female,1459,Taj Mahal,Historical,4,Amazing view,2023-02-11,9.9,Photography,4,Hotel,Low,2,Moderate,Taxi,0,0,500,0
724,31,Female,1874,Taj Mahal,Adventure,1,Amazing view,2021-08-27,2.5,Sightseeing,2,Hostel,Low,4,Warm,Car,1,1,3000,1
402,31,Other,1594,Grand Canyon,Urban,2,Loved the architecture,2022-09-17,1.4,Hiking,2,Hostel,High,4,Cool,Walking,0,1,500,0
837,36,Male,1896,Great Wall of China,Adventure,4,Loved the architecture,2023-02-17,6.1,Dining,2,Resort,High,1,Moderate,Bike,1,0,1000,0
789,43,Female,1518,Machu Picchu,Nature,1,Too crowded,2020-06-22,6.0,Dining,0,Hotel,High,4,Moderate,Car,1,1,3000,0
572,22,Male,1402,Taj Mahal,Urban,3,Breathtaking experience,2024-03-29,2.2,Dining,4,Resort,Medium,4,Warm,Car,0,0,3000,1
628,31,Other,1344,Grand Canyon,Urban,1,Too crowded,2022-12-10,4.7,Shopping,2,Guesthouse,High,4,Cool,Walking,0,1,2000,1
866,67,Other,1325,Eiffel Tower,Nature,5,Loved the architecture,2023-02-26,3.2,Sightseeing,4,Resort,Medium,2,Cool,Public Transport,0,0,2000,0
978,32,Male,1783,Grand Canyon,Historical,4,Loved the architecture,2023-11-03,7.2,Sightseeing,4,Guesthouse,High,5,Warm,Public Transport,1,1,500,0
120,18,Female,1900,Eiffel Tower,Historical,4,Too crowded,2020-01-06,5.8,Dining,2,Airbnb,Medium,2,Moderate,Walking,1,1,1000,0
839,41,Other,1423,Great Wall of China,Urban,5,Breathtaking experience,2020-02-11,7.7,Dining,2,Hostel,Medium,1,Cool,Taxi,0,0,3000,0
400,26,Other,1127,Grand Canyon,Adventure,5,Not worth the visit,2023-03-12,1.8,Shopping,2,Hostel,High,5,Moderate,Walking,1,0,1500,1
583,57,Female,1005,Eiffel Tower,Nature,4,Too crowded,2024-08-19,6.9,Dining,2,Hostel,Low,3,Cool,Bike,1,0,500,1
744,37,Male,1670,Great Wall of China,Urban,1,Breathtaking experience,2024-07-12,2.7,Sightseeing,5,Resort,High,2,Cool,Car,1,1,3000,1
628,37,Male,1070,Eiffel Tower,Adventure,2,Amazing view,2021-04-23,6.8,Dining,3,Resort,High,3,Moderate,Public Transport,0,1,3000,0
483,50,Female,1819,Machu Picchu,Historical,3,Loved the architecture,2023-06-20,6.3,Dining,3,Resort,Low,3,Warm,Bike,1,1,5000,0
369,60,Other,1026,Great Wall of China,Urban,4,Breathtaking experience,2022-10-04,2.4,Sightseeing,5,Airbnb,Low,5,Cool,Taxi,0,1,5000,1
842,47,Other,1592,Taj Mahal,Nature,5,Too crowded,2020-03-09,5.7,Photography,4,Airbnb,High,2,Moderate,Bike,1,0,500,0
583,62,Other,1507,Grand Canyon,Historical,3,Amazing view,2022-10-05,6.8,Hiking,0,Guesthouse,High,3,Cool,Walking,0,1,1500,1
988,48,Female,1045,Great Wall of China,Historical,5,Amazing view,2023-02-14,8.3,Shopping,1,Guesthouse,High,1,Moderate,Bike,1,0,500,0
232,60,Other,1969,Machu Picchu,Urban,4,Too crowded,2022-10-25,4.1,Dining,0,Resort,Low,1,Moderate,Taxi,1,1,5000,0
689,34,Other,1727,Taj Mahal,Urban,5,Loved the architecture,2020-07-18,7.2,Sightseeing,3,Resort,Low,4,Cool,Walking,0,0,1500,1
588,41,Female,1273,Eiffel Tower,Urban,1,Not worth the visit,2022-02-24,7.6,Shopping,5,Guesthouse,Medium,4,Cool,Walking,0,1,3000,0
519,36,Other,1826,Machu Picchu,Nature,3,Not worth the visit,2023-11-11,3.4,Photography,1,Resort,High,2,Warm,Taxi,1,0,5000,0
849,26,Female,1543,Taj Mahal,Urban,1,Loved the architecture,2020-12-11,9.1,Dining,4,Guesthouse,High,1,Cool,Bike,0,0,1500,1
338,55,Other,1103,Taj Mahal,Urban,3,Too crowded,2024-07-14,5.2,Hiking,5,Resort,High,4,Moderate,Car,1,0,2000,0
716,49,Male,1267,Machu Picchu,Historical,3,Not worth the visit,2022-02-07,5.7,Dining,1,Hotel,Medium,3,Moderate,Taxi,0,1,5000,0
190,61,Female,1607,Great Wall of China,Nature,3,Amazing view,2021-07-27,9.2,Shopping,4,Resort,Medium,1,Moderate,Car,1,0,1000,1
181,21,Male,1451,Grand Canyon,Urban,2,Too crowded,2024-02-21,8.5,Sightseeing,1,Hostel,High,2,Moderate,Walking,1,0,5000,0
847,36,Male,1318,Eiffel Tower,Nature,1,Loved the architecture,2023-11-02,2.9,Sightseeing,0,Resort,Medium,2,Cool,Public Transport,0,1,2000,0
259,52,Other,1596,Machu Picchu,Adventure,4,Loved the architecture,2023-04-11,7.2,Photography,1,Hostel,Medium,1,Moderate,Car,0,1,3000,1
728,49,Male,1461,Taj Mahal,Adventure,2,Loved the architecture,2020-07-28,2.8,Shopping,1,Airbnb,Low,1,Moderate,Public Transport,1,0,2000,0
925,21,Female,1333,Eiffel Tower,Adventure,4,Breathtaking experience,2024-01-10,1.7,Hiking,5,Airbnb,High,4,Moderate,Car,0,0,500,0
836,31,Female,1184,Great Wall of China,Urban,3,Not worth the visit,2024-09-04,8.8,Shopping,3,Resort,Low,1,Warm,Walking,0,0,5000,1
634,63,Other,1780,Machu Picchu,Urban,3,Too crowded,2020-08-11,7.8,Shopping,5,Guesthouse,Medium,5,Warm,Taxi,0,0,1000,1
312,41,Female,1259,Eiffel Tower,Nature,3,Too crowded,2020-04-14,4.4,Photography,1,Resort,Low,1,Moderate,Public Transport,0,1,3000,0
162,69,Other,1502,Taj Mahal,Nature,1,Breathtaking experience,2023-03-16,2.4,Shopping,4,Guesthouse,Low,4,Moderate,Walking,1,1,2000,1
669,25,Female,1265,Great Wall of China,Urban,1,Amazing view,2024-07-06,4.1,Photography,3,Airbnb,Medium,1,Cool,Taxi,1,1,2000,1
804,69,Male,1955,Taj Mahal,Nature,5,Too crowded,2020-08-29,4.3,Shopping,2,Airbnb,Medium,5,Warm,Bike,1,1,500,0
304,18,Other,1109,Great Wall of China,Urban,3,Too crowded,2021-07-22,7.6,Shopping,0,Hotel,Medium,3,Warm,Walking,0,0,3000,0
528,34,Female,1859,Great Wall of China,Historical,4,Not worth the visit,2024-06-07,2.5,Hiking,4,Hotel,High,5,Moderate,Walking,1,1,1000,1
693,20,Male,1508,Grand Canyon,Historical,3,Loved the architecture,2023-05-12,2.2,Sightseeing,0,Resort,High,4,Warm,Bike,0,1,3000,0
593,41,Female,1338,Grand Canyon,Urban,5,Amazing view,2021-07-20,1.6,Photography,4,Guesthouse,Low,1,Warm,Walking,1,1,3000,1
352,35,Other,1284,Grand Canyon,Urban,1,Too crowded,2023-02-06,1.7,Photography,5,Guesthouse,Low,2,Cool,Taxi,0,1,2000,0
872,28,Other,1238,Machu Picchu,Urban,1,Too crowded,2023-08-01,8.1,Photography,4,Hostel,Medium,5,Cool,Walking,0,0,5000,1
838,43,Other,1412,Machu Picchu,Urban,3,Breathtaking experience,2023-07-18,1.7,Photography,3,Guesthouse,Medium,1,Warm,Car,0,1,1000,1
297,56,Male,1754,Machu Picchu,Urban,5,Loved the architecture,2022-08-31,4.2,Shopping,0,Hostel,High,3,Moderate,Taxi,0,0,3000,0
990,34,Male,1390,Eiffel Tower,Nature,5,Too crowded,2022-08-05,8.0,Photography,5,Hostel,Medium,1,Moderate,Car,0,1,1500,0
664,58,Male,1424,Machu Picchu,Adventure,4,Amazing view,2020-05-18,2.4,Photography,0,Airbnb,Medium,1,Moderate,Public Transport,0,1,1500,0
851,70,Other,1358,Taj Mahal,Historical,1,Not worth the visit,2024-05-29,4.7,Sightseeing,3,Resort,High,4,Warm,Public Transport,1,1,5000,0
522,44,Other,1155,Eiffel Tower,Adventure,3,Amazing view,2020-10-15,7.2,Photography,0,Hotel,Medium,5,Warm,Taxi,0,1,1000,1
523,59,Female,1868,Great Wall of China,Nature,2,Amazing view,2023-08-31,2.8,Shopping,5,Airbnb,Low,1,Moderate,Walking,0,0,5000,0
911,19,Other,1325,Machu Picchu,Adventure,2,Too crowded,2021-07-18,1.3,Photography,2,Hotel,High,3,Warm,Walking,0,0,5000,0
342,63,Female,1101,Grand Canyon,Adventure,5,Not worth the visit,2024-02-21,8.1,Sightseeing,1,Guesthouse,Medium,4,Cool,Walking,0,0,2000,1
612,42,Female,1519,Taj Mahal,Urban,4,Too crowded,2024-06-22,6.2,Hiking,2,Resort,Medium,1,Cool,Bike,0,0,5000,1
780,61,Other,1733,Machu Picchu,Adventure,3,Breathtaking experience,2022-06-30,4.3,Shopping,4,Resort,Low,3,Moderate,Car,1,1,500,0
313,68,Male,1196,Eiffel Tower,Urban,2,Amazing view,2021-04-08,3.6,Dining,1,Resort,Medium,1,Warm,Taxi,0,0,3000,1
519,52,Female,1844,Eiffel Tower,Nature,4,Amazing view,2023-05-01,5.3,Dining,0,Hotel,High,5,Warm,Bike,0,1,1500,0
544,38,Other,1341,Taj Mahal,Historical,1,Breathtaking experience,2023-06-01,9.7,Shopping,1,Resort,High,2,Cool,Bike,1,1,5000,1
663,69,Female,1697,Great Wall of China,Historical,3,Amazing view,2022-09-23,2.2,Photography,0,Guesthouse,Medium,4,Warm,Car,0,1,500,0
215,46,Male,1465,Machu Picchu,Urban,2,Loved the architecture,2022-10-29,6.2,Hiking,1,Resort,Medium,3,Warm,Walking,1,0,3000,1
186,31,Other,1801,Great Wall of China,Urban,4,Too crowded,2022-09-23,8.4,Dining,3,Hotel,Low,5,Moderate,Bike,0,0,3000,0
526,37,Female,1672,Eiffel Tower,Urban,2,Not worth the visit,2020-12-09,8.4,Hiking,4,Hotel,Low,4,Warm,Bike,1,1,1000,0
444,64,Female,1332,Taj Mahal,Urban,5,Breathtaking experience,2021-09-08,8.6,Hiking,4,Hostel,Medium,4,Cool,Bike,1,1,2000,0
744,68,Male,1383,Machu Picchu,Nature,4,Breathtaking experience,2024-07-13,7.3,Shopping,3,Guesthouse,Medium,2,Moderate,Public Transport,0,0,2000,1
363,69,Other,1990,Eiffel Tower,Nature,3,Amazing view,2021-09-26,8.4,Photography,1,Guesthouse,Low,1,Cool,Car,1,0,1500,1
204,26,Male,1903,Great Wall of China,Urban,3,Breathtaking experience,2023-02-05,2.3,Photography,0,Hotel,Low,5,Cool,Walking,0,0,1500,0
272,40,Male,1103,Grand Canyon,Historical,1,Amazing view,2021-10-14,5.2,Dining,5,Hostel,Medium,3,Cool,Public Transport,1,0,3000,0
660,39,Male,1951,Taj Mahal,Urban,2,Loved the architecture,2021-10-13,6.1,Hiking,5,Resort,Medium,4,Moderate,Bike,1,1,1000,1
274,46,Male,1547,Taj Mahal,Nature,1,Too crowded,2023-03-26,6.5,Dining,4,Hotel,Low,1,Cool,Car,1,1,500,1
426,68,Other,1196,Machu Picchu,Urban,4,Loved the architecture,2020-03-16,7.8,Sightseeing,3,Resort,High,2,Warm,Bike,1,1,5000,0
690,40,Other,1967,Machu Picchu,Adventure,1,Amazing view,2020-03-16,9.7,Dining,1,Resort,High,2,Warm,Walking,1,0,2000,0
165,44,Male,1062,Taj Mahal,Adventure,2,Amazing view,2020-06-03,4.0,Shopping,5,Guesthouse,High,5,Cool,Bike,1,1,1000,1
372,57,Other,1549,Machu Picchu,Urban,4,Breathtaking experience,2024-03-07,9.1,Hiking,0,Resort,Low,4,Cool,Bike,1,0,5000,0
257,27,Other,1387,Great Wall of China,Historical,4,Loved the architecture,2024-06-08,2.0,Hiking,1,Airbnb,Medium,4,Cool,Public Transport,1,0,1000,1
454,25,Female,1466,Taj Mahal,Historical,5,Amazing view,2022-08-17,3.8,Dining,5,Hotel,High,4,Moderate,Bike,0,1,500,1
202,70,Female,1857,Taj Mahal,Urban,4,Breathtaking experience,2022-12-11,3.4,Sightseeing,4,Guesthouse,High,5,Cool,Car,0,0,1500,0
628,26,Male,1135,Eiffel Tower,Urban,4,Loved the architecture,2022-11-11,1.8,Shopping,2,Resort,Low,5,Cool,Walking,0,1,1500,0
364,43,Female,1025,Great Wall of China,Nature,5,Amazing view,2024-01-20,6.9,Shopping,1,Guesthouse,Medium,4,Cool,Bike,1,0,1000,1
429,25,Other,1347,Great Wall of China,Adventure,3,Not worth the visit,2021-02-03,9.0,Sightseeing,4,Hostel,Medium,4,Warm,Taxi,1,0,3000,1
181,47,Female,1809,Grand Canyon,Nature,1,Not worth the visit,2022-05-14,2.9,Hiking,4,Guesthouse,Low,3,Moderate,Public Transport,1,1,1000,1
976,30,Male,1413,Great Wall of China,Nature,5,Amazing view,2023-06-21,6.8,Dining,4,Hotel,Low,4,Moderate,Taxi,0,1,2000,0
486,32,Female,1530,Great Wall of China,Adventure,5,Not worth the visit,2021-07-26,6.7,Shopping,5,Hostel,Medium,2,Warm,Public Transport,0,1,500,0
380,36,Female,1380,Taj Mahal,Adventure,4,Loved the architecture,2024-01-31,4.6,Photography,4,Hotel,High,2,Warm,Walking,1,0,1000,0
242,18,Male,1824,Taj Mahal,Urban,4,Breathtaking experience,2024-03-02,7.7,Sightseeing,4,Guesthouse,High,3,Moderate,Bike,1,0,2000,0
235,62,Other,1538,Great Wall of China,Adventure,4,Breathtaking experience,2024-03-15,4.2,Sightseeing,0,Resort,High,4,Warm,Public Transport,0,0,2000,0
552,62,Male,1884,Machu Picchu,Nature,3,Amazing view,2020-08-07,5.1,Dining,1,Hostel,Low,4,Warm,Walking,0,0,2000,1
986,69,Other,1206,Great Wall of China,Nature,1,Amazing view,2021-11-29,6.5,Shopping,3,Hostel,Low,3,Warm,Car,0,1,1500,1
597,31,Other,1161,Machu Picchu,Adventure,1,Amazing view,2023-08-16,4.7,Shopping,1,Hotel,Low,1,Cool,Walking,0,1,500,1
